TREEID,OBJECTID_1,ONSTREET,PARITY,CROSSSTREE,CROSSSTR_1,BUILDINGNU,BUILDINGST,TREELOCATI,SITE,TREEPIT,TREECONDIT,DIAMETER,SPECIES,BOROUGH,ZIPCODE,FID_1,COMMDIST
10824,2222,COLUMBUS AVENUE,odd,WEST   84 STREET,WEST   85 STREET,525,COLUMBUS AVENUE,1,1,1,2,4,TICO,Manhattan,10024,6,107
10826,2223,COLUMBUS AVENUE,odd,WEST   84 STREET,WEST   85 STREET,529,COLUMBUS AVENUE,2,1,1,2,7,TICO,Manhattan,10024,6,107
10831,2224,WEST END AVENUE,odd,WEST   75 STREET,WEST   76 STREET,325,WEST END AVENUE,1,1,1,2,10,GLTR,Manhattan,10023,6,107
10833,2225,WEST END AVENUE,odd,WEST   75 STREET,WEST   76 STREET,331,WEST END AVENUE,1,1,1,2,13,GLTR,Manhattan,10023,6,107
10835,2226,WEST END AVENUE,odd,WEST   75 STREET,WEST   76 STREET,333,WEST END AVENUE,2,1,1,2,5,ACRU,Manhattan,10023,6,107
10837,2227,WEST END AVENUE,odd,WEST   76 STREET,WEST   77 STREET,345,WEST END AVENUE,1,1,1,2,11,TICO,Manhattan,10023,6,107
10825,2228,COLUMBUS AVENUE,odd,WEST   84 STREET,WEST   85 STREET,529,COLUMBUS AVENUE,1,1,1,1,4,TICO,Manhattan,10024,6,107
10827,2229,COLUMBUS AVENUE,odd,WEST   84 STREET,WEST   85 STREET,529,COLUMBUS AVENUE,3,1,1,1,3,TICO,Manhattan,10024,6,107
21347,4233,WEST   83 STREET,odd,CENTRAL PARK WEST,COLUMBUS AVENUE,230,CENTRAL PARK WEST,3,2,1,2,3,TICO,Manhattan,10024,6,107
21352,4234,WEST   83 STREET,odd,CENTRAL PARK WEST,COLUMBUS AVENUE,3,WEST   83 STREET,2,1,1,2,6,GIBI,Manhattan,10024,6,107
21357,4235,WEST   83 STREET,odd,CENTRAL PARK WEST,COLUMBUS AVENUE,7,WEST   83 STREET,2,1,1,3,7,GIBI,Manhattan,10024,6,107
21363,4236,WEST   83 STREET,odd,CENTRAL PARK WEST,COLUMBUS AVENUE,23,WEST   83 STREET,1,1,1,2,10,PLAC,Manhattan,10024,6,107
21369,4237,WEST   83 STREET,odd,CENTRAL PARK WEST,COLUMBUS AVENUE,41,WEST   83 STREET,1,1,1,2,8,PLAC,Manhattan,10024,6,107
21345,4240,WEST   83 STREET,odd,CENTRAL PARK WEST,COLUMBUS AVENUE,230,CENTRAL PARK WEST,2,2,1,2,2,TICO,Manhattan,10024,6,107
21349,4241,WEST   83 STREET,odd,CENTRAL PARK WEST,COLUMBUS AVENUE,3,WEST   83 STREET,1,1,1,2,3,PYCA,Manhattan,10024,6,107
21354,4242,WEST   83 STREET,odd,CENTRAL PARK WEST,COLUMBUS AVENUE,7,WEST   83 STREET,1,1,1,2,4,GIBI,Manhattan,10024,6,107
21360,4243,WEST   83 STREET,odd,CENTRAL PARK WEST,COLUMBUS AVENUE,7,WEST   83 STREET,3,1,1,3,6,GIBI,Manhattan,10024,6,107
21366,4244,WEST   83 STREET,odd,CENTRAL PARK WEST,COLUMBUS AVENUE,35,WEST   83 STREET,1,1,1,2,11,PLAC,Manhattan,10024,6,107
21371,4245,WEST   83 STREET,odd,CENTRAL PARK WEST,COLUMBUS AVENUE,41,WEST   83 STREET,2,1,1,1,10,PLAC,Manhattan,10024,6,107
21372,4246,WEST   83 STREET,odd,CENTRAL PARK WEST,COLUMBUS AVENUE,49,WEST   83 STREET,1,1,1,1,14,PYCA,Manhattan,10024,6,107
21377,4247,WEST   83 STREET,odd,CENTRAL PARK WEST,COLUMBUS AVENUE,55,WEST   83 STREET,1,1,1,2,8,GIBI,Manhattan,10024,6,107
21381,4248,WEST   83 STREET,odd,CENTRAL PARK WEST,COLUMBUS AVENUE,63,WEST   83 STREET,1,1,1,1,12,PLAC,Manhattan,10024,6,107
21386,4249,WEST   83 STREET,odd,CENTRAL PARK WEST,COLUMBUS AVENUE,73,WEST   83 STREET,1,1,1,1,10,PYCA,Manhattan,10024,6,107
21392,4250,WEST   83 STREET,odd,CENTRAL PARK WEST,COLUMBUS AVENUE,73,WEST   83 STREET,3,1,1,1,5,GIBI,Manhattan,10024,6,107
21397,4251,WEST   83 STREET,even,CENTRAL PARK WEST,COLUMBUS AVENUE,227,CENTRAL PARK WEST,2,1,1,2,5,PYCA,Manhattan,10024,6,107
21403,4252,WEST   83 STREET,even,CENTRAL PARK WEST,COLUMBUS AVENUE,8,WEST   83 STREET,1,1,1,2,9,PLAC,Manhattan,10024,6,107
21406,4253,WEST   83 STREET,even,CENTRAL PARK WEST,COLUMBUS AVENUE,14,WEST   83 STREET,1,1,1,2,10,PLAC,Manhattan,10024,6,107
21374,4254,WEST   83 STREET,odd,CENTRAL PARK WEST,COLUMBUS AVENUE,51,WEST   83 STREET,1,1,1,1,10,PLAC,Manhattan,10024,6,107
21379,4255,WEST   83 STREET,odd,CENTRAL PARK WEST,COLUMBUS AVENUE,59,WEST   83 STREET,1,1,1,2,10,PLAC,Manhattan,10024,6,107
21383,4256,WEST   83 STREET,odd,CENTRAL PARK WEST,COLUMBUS AVENUE,67,WEST   83 STREET,1,1,1,1,3,PYCA,Manhattan,10024,6,107
21389,4257,WEST   83 STREET,odd,CENTRAL PARK WEST,COLUMBUS AVENUE,73,WEST   83 STREET,2,1,1,1,2,GIBI,Manhattan,10024,6,107
21395,4258,WEST   83 STREET,even,CENTRAL PARK WEST,COLUMBUS AVENUE,227,WEST   83 STREET,1,1,1,2,4,PYCA,Manhattan,10024,6,107
21401,4259,WEST   83 STREET,even,CENTRAL PARK WEST,COLUMBUS AVENUE,4,WEST   83 STREET,1,1,1,2,9,PLAC,Manhattan,10024,6,107
21405,4260,WEST   83 STREET,even,CENTRAL PARK WEST,COLUMBUS AVENUE,10-12,WEST   83 STREET,1,1,1,2,8,PLAC,Manhattan,10024,6,107
21410,4261,WEST   83 STREET,even,CENTRAL PARK WEST,COLUMBUS AVENUE,18,WEST   83 STREET,1,1,1,2,10,PLAC,Manhattan,10024,6,107
21412,4262,WEST   83 STREET,even,CENTRAL PARK WEST,COLUMBUS AVENUE,24,WEST   83 STREET,1,1,1,2,12,QURU,Manhattan,10024,6,107
21418,4263,WEST   83 STREET,even,CENTRAL PARK WEST,COLUMBUS AVENUE,34,WEST   83 STREET,1,1,1,1,8,QUPA,Manhattan,10024,6,107
21421,4264,WEST   83 STREET,even,CENTRAL PARK WEST,COLUMBUS AVENUE,42,WEST   83 STREET,1,1,1,1,8,PLAC,Manhattan,10024,6,107
21423,4265,WEST   83 STREET,even,CENTRAL PARK WEST,COLUMBUS AVENUE,46,WEST   83 STREET,1,1,1,2,7,GIBI,Manhattan,10024,6,107
21425,4266,WEST   83 STREET,even,CENTRAL PARK WEST,COLUMBUS AVENUE,46,WEST   83 STREET,3,1,1,2,4,PYCA,Manhattan,10024,6,107
21427,4267,WEST   83 STREET,even,CENTRAL PARK WEST,COLUMBUS AVENUE,60,WEST   83 STREET,1,1,1,2,10,PLAC,Manhattan,10024,6,107
21429,4268,WEST   83 STREET,even,CENTRAL PARK WEST,COLUMBUS AVENUE,68,WEST   83 STREET,1,1,1,2,1,TICO,Manhattan,10024,6,107
21431,4269,WEST   83 STREET,even,CENTRAL PARK WEST,COLUMBUS AVENUE,475,COLUMBUS AVENUE,1,2,1,2,4,PYCA,Manhattan,10024,6,107
21415,4270,WEST   83 STREET,even,CENTRAL PARK WEST,COLUMBUS AVENUE,30,WEST   83 STREET,1,1,1,1,8,QUPA,Manhattan,10024,6,107
21420,4271,WEST   83 STREET,even,CENTRAL PARK WEST,COLUMBUS AVENUE,40,WEST   83 STREET,1,1,1,1,8,QUPA,Manhattan,10024,6,107
21422,4272,WEST   83 STREET,even,CENTRAL PARK WEST,COLUMBUS AVENUE,42,WEST   83 STREET,2,1,1,2,9,GLTR,Manhattan,10024,6,107
21424,4273,WEST   83 STREET,even,CENTRAL PARK WEST,COLUMBUS AVENUE,46,WEST   83 STREET,2,1,1,2,7,PYCA,Manhattan,10024,6,107
21426,4274,WEST   83 STREET,even,CENTRAL PARK WEST,COLUMBUS AVENUE,58,WEST   83 STREET,1,1,1,2,3,PYCA,Manhattan,10024,6,107
21428,4275,WEST   83 STREET,even,CENTRAL PARK WEST,COLUMBUS AVENUE,64,WEST   83 STREET,1,1,1,1,4,PYCA,Manhattan,10024,6,107
21430,4276,WEST   83 STREET,even,CENTRAL PARK WEST,COLUMBUS AVENUE,70,WEST   83 STREET,1,1,1,3,1,TICO,Manhattan,10024,6,107
21513,4325,WEST   84 STREET,even,CENTRAL PARK WEST,COLUMBUS AVENUE,239,CENTRAL PARK WEST,1,1,1,1,4,GIBI,Manhattan,10024,6,107
21514,4326,WEST   84 STREET,even,CENTRAL PARK WEST,COLUMBUS AVENUE,239,CENTRAL PARK WEST,2,1,1,1,5,FRPE,Manhattan,10024,6,107
21516,4327,WEST   84 STREET,even,CENTRAL PARK WEST,COLUMBUS AVENUE,239,CENTRAL PARK WEST,4,1,1,1,5,GIBI,Manhattan,10024,6,107
21518,4328,WEST   84 STREET,even,CENTRAL PARK WEST,COLUMBUS AVENUE,10,WEST   84 STREET,2,1,1,1,12,GLTR,Manhattan,10024,6,107
21520,4329,WEST   84 STREET,even,CENTRAL PARK WEST,COLUMBUS AVENUE,28,WEST   84 STREET,2,1,1,1,10,PYCA,Manhattan,10024,6,107
21523,4330,WEST   84 STREET,even,CENTRAL PARK WEST,COLUMBUS AVENUE,34,WEST   84 STREET,2,1,1,1,10,PYCA,Manhattan,10024,6,107
21525,4331,WEST   84 STREET,even,CENTRAL PARK WEST,COLUMBUS AVENUE,36,WEST   84 STREET,1,1,1,1,6,FRPE,Manhattan,10024,6,107
21527,4332,WEST   84 STREET,even,CENTRAL PARK WEST,COLUMBUS AVENUE,46,WEST   84 STREET,1,1,1,2,5,GLTR,Manhattan,10024,6,107
21529,4333,WEST   84 STREET,even,CENTRAL PARK WEST,COLUMBUS AVENUE,52,WEST   84 STREET,1,1,1,2,10,PLAC,Manhattan,10024,6,107
21515,4334,WEST   84 STREET,even,CENTRAL PARK WEST,COLUMBUS AVENUE,239,CENTRAL PARK WEST,3,1,1,3,3,FRPE,Manhattan,10024,6,107
21517,4335,WEST   84 STREET,even,CENTRAL PARK WEST,COLUMBUS AVENUE,10,WEST   84 STREET,1,1,1,1,9,GLTR,Manhattan,10024,6,107
21519,4336,WEST   84 STREET,even,CENTRAL PARK WEST,COLUMBUS AVENUE,28,WEST   84 STREET,1,1,1,1,2,PYCA,Manhattan,10024,6,107
21521,4337,WEST   84 STREET,even,CENTRAL PARK WEST,COLUMBUS AVENUE,34,WEST   84 STREET,1,1,1,1,3,PYCA,Manhattan,10024,6,107
21524,4338,WEST   84 STREET,even,CENTRAL PARK WEST,COLUMBUS AVENUE,34,WEST   84 STREET,3,1,1,1,6,PYCA,Manhattan,10024,6,107
21526,4339,WEST   84 STREET,even,CENTRAL PARK WEST,COLUMBUS AVENUE,36,WEST   84 STREET,2,1,1,1,7,FRPE,Manhattan,10024,6,107
21528,4340,WEST   84 STREET,even,CENTRAL PARK WEST,COLUMBUS AVENUE,48,WEST   84 STREET,1,1,1,2,9,PLAC,Manhattan,10024,6,107
21530,4341,WEST   84 STREET,even,CENTRAL PARK WEST,COLUMBUS AVENUE,54,WEST   84 STREET,1,1,1,1,4,GLTR,Manhattan,10024,6,107
21531,4342,WEST   84 STREET,even,CENTRAL PARK WEST,COLUMBUS AVENUE,58,WEST   84 STREET,1,1,1,1,8,PYCA,Manhattan,10024,6,107
21533,4343,WEST   84 STREET,even,CENTRAL PARK WEST,COLUMBUS AVENUE,64,WEST   84 STREET,1,1,1,1,4,TICO,Manhattan,10024,6,107
21535,4344,WEST   84 STREET,even,CENTRAL PARK WEST,COLUMBUS AVENUE,66,WEST   84 STREET,2,1,1,1,4,GIBI,Manhattan,10024,6,107
21566,4345,WEST   84 STREET,even,COLUMBUS AVENUE,AMSTERDAM AVENUE,100,WEST   84 STREET,1,1,1,2,6,GLTR,Manhattan,10024,6,107
21569,4346,WEST   84 STREET,even,COLUMBUS AVENUE,AMSTERDAM AVENUE,100,WEST   84 STREET,3,1,1,2,13,PLAC,Manhattan,10024,6,107
21571,4347,WEST   84 STREET,even,COLUMBUS AVENUE,AMSTERDAM AVENUE,100,WEST   84 STREET,5,1,1,2,5,GLTR,Manhattan,10024,6,107
21573,4348,WEST   84 STREET,even,COLUMBUS AVENUE,AMSTERDAM AVENUE,100,WEST   84 STREET,7,1,1,1,4,LIST,Manhattan,10024,6,107
21575,4349,WEST   84 STREET,even,COLUMBUS AVENUE,AMSTERDAM AVENUE,100,WEST   84 STREET,9,1,1,2,10,PLAC,Manhattan,10024,6,107
21532,4350,WEST   84 STREET,even,CENTRAL PARK WEST,COLUMBUS AVENUE,62,WEST   84 STREET,1,1,1,2,10,GLTR,Manhattan,10024,6,107
21534,4351,WEST   84 STREET,even,CENTRAL PARK WEST,COLUMBUS AVENUE,66,WEST   84 STREET,1,1,1,2,5,GLTR,Manhattan,10024,6,107
21536,4352,WEST   84 STREET,even,CENTRAL PARK WEST,COLUMBUS AVENUE,66,WEST   84 STREET,3,1,1,1,7,GIBI,Manhattan,10024,6,107
21568,4353,WEST   84 STREET,even,COLUMBUS AVENUE,AMSTERDAM AVENUE,100,WEST   84 STREET,2,1,1,2,7,GLTR,Manhattan,10024,6,107
21570,4354,WEST   84 STREET,even,COLUMBUS AVENUE,AMSTERDAM AVENUE,100,WEST   84 STREET,4,1,1,1,8,STJA2,Manhattan,10024,6,107
21572,4355,WEST   84 STREET,even,COLUMBUS AVENUE,AMSTERDAM AVENUE,100,WEST   84 STREET,6,1,1,2,9,STJA2,Manhattan,10024,6,107
21574,4356,WEST   84 STREET,even,COLUMBUS AVENUE,AMSTERDAM AVENUE,100,WEST   84 STREET,8,1,1,2,10,PLAC,Manhattan,10024,6,107
21576,4357,WEST   84 STREET,even,COLUMBUS AVENUE,AMSTERDAM AVENUE,100,WEST   84 STREET,10,1,1,1,5,LIST,Manhattan,10024,6,107
21577,4358,WEST   84 STREET,even,COLUMBUS AVENUE,AMSTERDAM AVENUE,100,WEST   84 STREET,11,1,1,3,12,PLAC,Manhattan,10024,6,107
21579,4359,WEST   84 STREET,even,COLUMBUS AVENUE,AMSTERDAM AVENUE,154,WEST   84 STREET,2,1,1,1,6,GLTR,Manhattan,10024,6,107
21582,4360,WEST   84 STREET,even,COLUMBUS AVENUE,AMSTERDAM AVENUE,154,WEST   84 STREET,4,1,1,1,6,GLTR,Manhattan,10024,6,107
21578,4366,WEST   84 STREET,even,COLUMBUS AVENUE,AMSTERDAM AVENUE,154,WEST   84 STREET,1,1,1,2,8,GLTR,Manhattan,10024,6,107
21581,4367,WEST   84 STREET,even,COLUMBUS AVENUE,AMSTERDAM AVENUE,154,WEST   84 STREET,3,1,1,1,6,GLTR,Manhattan,10024,6,107
24758,4565,WEST   93 STREET,odd,COLUMBUS AVENUE,CENTRAL PARK WEST,687,COLUMBUS AVENUE,1,2,1,1,13,GIBI,Manhattan,10025,6,107
24761,4568,WEST   93 STREET,odd,COLUMBUS AVENUE,CENTRAL PARK WEST,57,WEST   93 STREET,2,1,1,2,12,GIBI,Manhattan,10025,6,107
24765,4569,WEST   93 STREET,odd,COLUMBUS AVENUE,CENTRAL PARK WEST,57,WEST   93 STREET,4,1,1,2,7,UNK,Manhattan,10025,6,107
24771,4570,WEST   93 STREET,odd,COLUMBUS AVENUE,CENTRAL PARK WEST,57,WEST   93 STREET,6,1,1,2,7,UNK,Manhattan,10025,6,107
24775,4571,WEST   93 STREET,odd,COLUMBUS AVENUE,CENTRAL PARK WEST,57,WEST   93 STREET,8,1,1,1,14,GIBI,Manhattan,10025,6,107
24781,4572,WEST   93 STREET,odd,COLUMBUS AVENUE,CENTRAL PARK WEST,43,WEST   93 STREET,10,1,1,2,9,PLAC,Manhattan,10025,6,107
24787,4573,WEST   93 STREET,odd,COLUMBUS AVENUE,CENTRAL PARK WEST,35,WEST   93 STREET,12,1,1,2,7,GIBI,Manhattan,10025,6,107
24763,4574,WEST   93 STREET,odd,COLUMBUS AVENUE,CENTRAL PARK WEST,57,WEST   93 STREET,3,1,1,2,7,UNK,Manhattan,10025,6,107
24768,4575,WEST   93 STREET,odd,COLUMBUS AVENUE,CENTRAL PARK WEST,57,WEST   93 STREET,5,1,1,2,7,UNK,Manhattan,10025,6,107
24773,4576,WEST   93 STREET,odd,COLUMBUS AVENUE,CENTRAL PARK WEST,57,WEST   93 STREET,7,1,1,2,12,GIBI,Manhattan,10025,6,107
24779,4577,WEST   93 STREET,odd,COLUMBUS AVENUE,CENTRAL PARK WEST,43,WEST   93 STREET,9,1,1,2,15,UNK,Manhattan,10025,6,107
24784,4578,WEST   93 STREET,odd,COLUMBUS AVENUE,CENTRAL PARK WEST,37,WEST   93 STREET,11,1,1,2,11,GIBI,Manhattan,10025,6,107
24788,4579,WEST   93 STREET,odd,COLUMBUS AVENUE,CENTRAL PARK WEST,33,WEST   93 STREET,13,1,1,2,10,GIBI,Manhattan,10025,6,107
24794,4580,WEST   93 STREET,odd,COLUMBUS AVENUE,CENTRAL PARK WEST,31,WEST   93 STREET,15,1,1,1,9,GIBI,Manhattan,10025,6,107
24798,4581,WEST   93 STREET,odd,COLUMBUS AVENUE,CENTRAL PARK WEST,5,WEST   93 STREET,17,1,1,2,6,UNK,Manhattan,10025,6,107
24790,4582,WEST   93 STREET,odd,COLUMBUS AVENUE,CENTRAL PARK WEST,31,WEST   93 STREET,14,1,1,2,9,GIBI,Manhattan,10025,6,107
24796,4583,WEST   93 STREET,odd,COLUMBUS AVENUE,CENTRAL PARK WEST,5,WEST   93 STREET,16,1,1,2,12,QUPA,Manhattan,10025,6,107
24800,4584,WEST   93 STREET,odd,COLUMBUS AVENUE,CENTRAL PARK WEST,333,CENTRAL PARK WEST,18,2,1,2,7,QURU,Manhattan,10025,6,107
24803,4585,WEST   93 STREET,odd,COLUMBUS AVENUE,CENTRAL PARK WEST,333,WEST   93 STREET,20,1,1,2,8,GIBI,Manhattan,10025,6,107
24967,4586,AMSTERDAM AVENUE,odd,WEST   76 STREET,WEST   77 STREET,351,AMSTERDAM AVENUE,1,1,1,2,8,FRPE,Manhattan,10024,6,107
24972,4587,AMSTERDAM AVENUE,odd,WEST   77 STREET,WEST   78 STREET,369,AMSTERDAM AVENUE,1,1,2,2,20,QUPA,Manhattan,10024,6,107
24977,4588,AMSTERDAM AVENUE,odd,WEST   77 STREET,WEST   78 STREET,369,AMSTERDAM AVENUE,3,1,2,2,18,QUPA,Manhattan,10024,6,107
25001,4589,WEST   61 STREET,odd,CUL-DU SAC,AMSTERDAM AVENUE,161,WEST   61 STREET,4,2,1,2,3,PYCA,Manhattan,10023,6,107
24801,4590,WEST   93 STREET,odd,COLUMBUS AVENUE,CENTRAL PARK WEST,333,CENTRAL PARK WEST,19,2,1,2,10,PLAC,Manhattan,10025,6,107
24804,4591,WEST   93 STREET,odd,COLUMBUS AVENUE,CENTRAL PARK WEST,333,CENTRAL PARK WEST,21,2,1,1,12,GIBI,Manhattan,10025,6,107
24968,4592,AMSTERDAM AVENUE,odd,WEST   76 STREET,WEST   77 STREET,353,AMSTERDAM AVENUE,1,1,1,2,9,FRPE,Manhattan,10024,6,107
24974,4593,AMSTERDAM AVENUE,odd,WEST   77 STREET,WEST   78 STREET,369,AMSTERDAM AVENUE,2,1,2,2,17,PLAC,Manhattan,10024,6,107
24979,4594,AMSTERDAM AVENUE,odd,WEST   77 STREET,WEST   78 STREET,369,AMSTERDAM AVENUE,4,1,2,2,9,QUPA,Manhattan,10024,6,107
25022,4595,WEST   63 STREET,even,AMSTERDAM AVENUE,WEST END AVENUE,70,WEST   63 STREET,1,3,1,2,17,QURU,Manhattan,10023,6,107
25029,4596,WEST   63 STREET,even,AMSTERDAM AVENUE,WEST END AVENUE,70,WEST   63 STREET,3,3,3,2,24,PLAC,Manhattan,10023,6,107
25036,4597,WEST   63 STREET,even,AMSTERDAM AVENUE,WEST END AVENUE,70,WEST   63 STREET,5,3,2,2,19,QURU,Manhattan,10023,6,107
25026,4598,WEST   63 STREET,even,AMSTERDAM AVENUE,WEST END AVENUE,70,WEST   63 STREET,2,3,1,2,18,QURU,Manhattan,10023,6,107
25033,4599,WEST   63 STREET,even,AMSTERDAM AVENUE,WEST END AVENUE,70,WEST   63 STREET,4,3,3,2,24,PLAC,Manhattan,10023,6,107
25039,4600,WEST   63 STREET,even,AMSTERDAM AVENUE,WEST END AVENUE,70,WEST   63 STREET,6,3,2,2,16,QURU,Manhattan,10023,6,107
25045,4601,WEST   63 STREET,even,AMSTERDAM AVENUE,WEST END AVENUE,70,WEST   63 STREET,8,3,2,2,17,QURU,Manhattan,10023,6,107
25054,4602,WEST   63 STREET,even,AMSTERDAM AVENUE,WEST END AVENUE,216,WEST   63 STREET,2,1,2,2,21,QURU,Manhattan,10023,6,107
25061,4603,WEST   63 STREET,even,AMSTERDAM AVENUE,WEST END AVENUE,216,WEST   63 STREET,4,1,2,2,9,QURU,Manhattan,10023,6,107
25071,4604,WEST   63 STREET,even,AMSTERDAM AVENUE,WEST END AVENUE,228,WEST   63 STREET,1,1,2,2,15,QURU,Manhattan,10023,6,107
25078,4605,WEST   63 STREET,even,AMSTERDAM AVENUE,WEST END AVENUE,228,WEST   63 STREET,3,1,1,2,18,QURU,Manhattan,10023,6,107
25041,4606,WEST   63 STREET,even,AMSTERDAM AVENUE,WEST END AVENUE,70,WEST   63 STREET,7,3,2,2,18,QURU,Manhattan,10023,6,107
25049,4607,WEST   63 STREET,even,AMSTERDAM AVENUE,WEST END AVENUE,216,WEST   63 STREET,1,1,1,2,5,QURU,Manhattan,10023,6,107
25058,4608,WEST   63 STREET,even,AMSTERDAM AVENUE,WEST END AVENUE,216,WEST   63 STREET,3,1,2,2,17,QURU,Manhattan,10023,6,107
25065,4609,WEST   63 STREET,even,AMSTERDAM AVENUE,WEST END AVENUE,216,WEST   63 STREET,5,1,2,2,16,QURU,Manhattan,10023,6,107
25073,4610,WEST   63 STREET,even,AMSTERDAM AVENUE,WEST END AVENUE,228,WEST   63 STREET,2,1,2,4,0,,Manhattan,10023,6,107
25082,4611,WEST   63 STREET,even,AMSTERDAM AVENUE,WEST END AVENUE,242,WEST   63 STREET,1,2,1,2,8,LIST,Manhattan,10023,6,107
25104,4612,WEST   61 STREET,even,AMSTERDAM AVENUE,WEST END AVENUE,210,WEST   61 STREET,2,2,1,2,15,PLAC,Manhattan,10023,6,107
25107,4613,WEST   61 STREET,even,AMSTERDAM AVENUE,WEST END AVENUE,210,WEST   61 DRIVE,4,2,2,2,5,CR,Manhattan,10023,6,107
25099,4614,WEST   61 STREET,even,AMSTERDAM AVENUE,WEST END AVENUE,210,WEST   61 DRIVE,1,2,1,2,3,PYCA,Manhattan,10023,6,107
25106,4615,WEST   61 STREET,even,AMSTERDAM AVENUE,WEST END AVENUE,210,WEST   61 STREET,3,5,2,2,13,GIBI,Manhattan,10023,6,107
25108,4616,WEST   61 STREET,even,AMSTERDAM AVENUE,WEST END AVENUE,210,WEST   61 DRIVE,5,2,2,2,12,GIBI,Manhattan,10023,6,107
25110,4617,WEST   61 STREET,even,AMSTERDAM AVENUE,WEST END AVENUE,210,WEST   61 STREET,7,2,2,2,14,GIBI,Manhattan,10023,6,107
25115,4618,WEST   61 STREET,even,AMSTERDAM AVENUE,WEST END AVENUE,210,WEST   61 STREET,9,5,1,3,12,PLAC,Manhattan,10023,6,107
25122,4619,WEST   61 STREET,even,AMSTERDAM AVENUE,WEST END AVENUE,242,WEST   61 STREET,1,1,1,2,5,PYCA,Manhattan,10023,6,107
25137,4620,WEST   62 STREET,even,COLUMBUS AVENUE,AMSTERDAM AVENUE,140,WEST   62 STREET,2,4,1,7,0,,Manhattan,10023,6,107
25142,4621,WEST   62 STREET,even,COLUMBUS AVENUE,AMSTERDAM AVENUE,140-142,WEST   62 STREET,4,4,1,7,0,,Manhattan,10023,6,107
25109,4622,WEST   61 STREET,even,AMSTERDAM AVENUE,WEST END AVENUE,210,WEST   61 STREET,6,5,1,2,16,PLAC,Manhattan,10023,6,107
25111,4623,WEST   61 STREET,even,AMSTERDAM AVENUE,WEST END AVENUE,210,WEST   61 STREET,8,2,2,2,13,GIBI,Manhattan,10023,6,107
25118,4624,WEST   61 STREET,even,AMSTERDAM AVENUE,WEST END AVENUE,210,WEST   61 STREET,10,5,2,2,12,GIBI,Manhattan,10023,6,107
25134,4625,WEST   62 STREET,even,COLUMBUS AVENUE,AMSTERDAM AVENUE,140,WEST   62 STREET,1,4,1,2,1,GIBI,Manhattan,10023,6,107
25138,4626,WEST   62 STREET,even,COLUMBUS AVENUE,AMSTERDAM AVENUE,140,WEST   62 STREET,3,4,1,7,0,,Manhattan,10023,6,107
25146,4627,WEST   62 STREET,even,COLUMBUS AVENUE,AMSTERDAM AVENUE,140,WEST   62 STREET,5,4,1,7,0,,Manhattan,10023,6,107
25154,4628,WEST   62 STREET,even,BROADWAY,COLUMBUS AVENUE,62,WEST   62 STREET,1,1,1,2,6,GIBI,Manhattan,10023,6,107
25157,4629,WEST   62 STREET,even,BROADWAY,COLUMBUS AVENUE,62,WEST   62 STREET,3,1,1,2,5,GIBI,Manhattan,10023,6,107
25149,4630,WEST   62 STREET,even,COLUMBUS AVENUE,AMSTERDAM AVENUE,140,WEST   62 STREET,6,4,1,6,0,,Manhattan,10023,6,107
25156,4631,WEST   62 STREET,even,BROADWAY,COLUMBUS AVENUE,62,WEST   62 STREET,2,1,1,2,4,GIBI,Manhattan,10023,6,107
25159,4632,WEST   62 STREET,even,BROADWAY,COLUMBUS AVENUE,62,WEST   62 STREET,4,1,1,2,6,GIBI,Manhattan,10023,6,107
25162,4633,WEST   62 STREET,even,BROADWAY,COLUMBUS AVENUE,44,WEST   62 STREET,1,1,1,2,5,GLTR,Manhattan,10023,6,107
25167,4634,WEST   62 STREET,even,BROADWAY,COLUMBUS AVENUE,44,WEST   62 STREET,3,1,1,2,4,GLTR,Manhattan,10023,6,107
25183,4635,WEST   62 STREET,odd,BROADWAY,COLUMBUS AVENUE,47,WEST   62 STREET,1,2,1,2,10,PYCA,Manhattan,10023,6,107
25189,4636,WEST   62 STREET,odd,BROADWAY,COLUMBUS AVENUE,47,WEST   62 STREET,3,2,1,2,9,PYCA,Manhattan,10023,6,107
25194,4637,WEST   62 STREET,odd,BROADWAY,COLUMBUS AVENUE,61,WEST   62 STREET,2,1,1,2,11,PYCA,Manhattan,10023,6,107
25164,4638,WEST   62 STREET,even,BROADWAY,COLUMBUS AVENUE,44,WEST   62 STREET,2,1,1,2,5,GLTR,Manhattan,10023,6,107
25168,4639,WEST   62 STREET,even,BROADWAY,COLUMBUS AVENUE,44,WEST   62 STREET,4,1,1,2,5,GLTR,Manhattan,10023,6,107
25186,4640,WEST   62 STREET,odd,BROADWAY,COLUMBUS AVENUE,47,WEST   62 STREET,2,2,1,2,10,PYCA,Manhattan,10023,6,107
25192,4641,WEST   62 STREET,odd,BROADWAY,COLUMBUS AVENUE,61,WEST   62 STREET,1,1,1,2,9,PYCA,Manhattan,10023,6,107
25197,4642,WEST   62 STREET,odd,BROADWAY,COLUMBUS AVENUE,61,WEST   62 STREET,3,1,1,2,13,PYCA,Manhattan,10023,6,107
25213,4643,WEST   62 STREET,odd,CENTRAL PARK WEST,BROADWAY,250,WEST   62 STREET,5,2,1,2,4,GIBI,Manhattan,10023,6,107
25219,4644,WEST   62 STREET,odd,CENTRAL PARK WEST,BROADWAY,30,WEST   62 STREET,2,1,1,2,6,GIBI,Manhattan,10023,6,107
