TREEID,OBJECTID_1,ONSTREET,PARITY,CROSSSTREE,CROSSSTR_1,BUILDINGNU,BUILDINGST,TREELOCATI,SITE,TREEPIT,TREECONDIT,DIAMETER,SPECIES,BOROUGH,ZIPCODE,FID_1,COMMDIST
12592,2535,WEST   59 STREET,even,11 AVENUE,11 AVENUE,600,WEST   59 STREET,16,2,1,2,6,GIBI,Manhattan,10019,3,104
12594,2536,WEST   59 STREET,even,11 AVENUE,11 AVENUE,600,WEST   59 STREET,18,2,1,7,0,,Manhattan,10019,3,104
12580,2538,WEST   59 STREET,even,11 AVENUE,12 AVENUE,600,WEST   59 STREET,11,2,1,2,8,GIBI,Manhattan,10019,3,104
12582,2539,WEST   59 STREET,even,11 AVENUE,12 AVENUE,600,WEST   59 STREET,12,2,1,7,0,0,Manhattan,10019,3,104
12591,2540,WEST   59 STREET,even,11 AVENUE,11 AVENUE,600,WEST   59 STREET,15,2,1,2,9,GIBI,Manhattan,10019,3,104
12593,2541,WEST   59 STREET,even,11 AVENUE,11 AVENUE,600,WEST   59 STREET,17,2,1,7,0,,Manhattan,10019,3,104
12745,2577,WEST   25 STREET,odd,9 AVENUE,8 AVENUE,343,WEST   25 STREET,2,1,1,2,13,PYCA,Manhattan,10001,3,104
12723,2588,WEST   25 STREET,odd,9 AVENUE,8 AVENUE,365,WEST   25 STREET,1,1,1,2,10,PYCA,Manhattan,10001,3,104
12726,2590,WEST   25 STREET,odd,9 AVENUE,8 AVENUE,365,WEST   25 STREET,2,1,1,2,10,PYCA,Manhattan,10001,3,104
12730,2593,WEST   25 STREET,odd,9 AVENUE,8 AVENUE,365,WEST   25 STREET,3,1,1,2,15,PYCA,Manhattan,10001,3,104
12734,2595,WEST   25 STREET,odd,9 AVENUE,8 AVENUE,365,WEST   25 STREET,4,1,1,2,15,PYCA,Manhattan,10001,3,104
12738,2598,WEST   25 STREET,odd,9 AVENUE,8 AVENUE,343,WEST   25 STREET,1,1,1,2,15,PYCA,Manhattan,10001,3,104
12741,2600,WEST   44 STREET,odd,10 AVENUE,11 AVENUE,520,WEST   44 STREET,1,4,1,2,2,GLTR,Manhattan,10036,3,104
12746,2602,WEST   44 STREET,odd,10 AVENUE,11 AVENUE,518,WEST   44 STREET,2,4,1,2,2,PYCA,Manhattan,10036,3,104
12749,2603,WEST   25 STREET,odd,9 AVENUE,8 AVENUE,343,WEST   25 STREET,4,1,1,2,13,PYCA,Manhattan,10001,3,104
12752,2604,WEST   44 STREET,odd,10 AVENUE,11 AVENUE,518,WEST   44 STREET,1,4,1,2,2,PYCA,Manhattan,10036,3,104
12755,2605,WEST   25 STREET,odd,9 AVENUE,8 AVENUE,329,WEST   25 STREET,1,1,1,2,12,PYCA,Manhattan,10001,3,104
12757,2612,WEST   44 STREET,odd,10 AVENUE,11 AVENUE,516,WEST   44 STREET,1,4,1,1,2,GLTR,Manhattan,10036,3,104
12759,2613,WEST   44 STREET,odd,10 AVENUE,11 AVENUE,514,WEST   44 STREET,1,4,1,1,2,GLTR,Manhattan,10036,3,104
12764,2615,WEST   44 STREET,even,10 AVENUE,11 AVENUE,504,WEST   44 STREET,1,1,1,1,12,ZESE,Manhattan,10036,3,104
12765,2617,WEST   25 STREET,odd,9 AVENUE,8 AVENUE,329,WEST   25 STREET,2,1,1,2,12,PYCA,Manhattan,10001,3,104
12781,2623,WEST   43 STREET,odd,10 AVENUE,11 AVENUE,515,WEST   43 STREET,1,1,1,1,2,GIBI,Manhattan,10036,3,104
12770,2625,WEST   44 STREET,even,10 AVENUE,11 AVENUE,502,WEST   44 STREET,1,1,1,2,7,ZESE,Manhattan,10036,3,104
12773,2626,WEST   25 STREET,odd,9 AVENUE,8 AVENUE,315,WEST   25 STREET,1,1,1,2,12,PYCA,Manhattan,10001,3,104
12775,2627,WEST   44 STREET,even,10 AVENUE,11 AVENUE,500,WEST   44 STREET,1,1,1,2,8,ZESE,Manhattan,10036,3,104
12778,2628,WEST   25 STREET,odd,9 AVENUE,8 AVENUE,315,WEST   25 STREET,2,1,1,2,13,PYCA,Manhattan,10001,3,104
12782,2630,WEST   25 STREET,odd,9 AVENUE,8 AVENUE,315,WEST   25 STREET,3,1,1,1,11,PYCA,Manhattan,10001,3,104
13675,2787,WEST   24 STREET,odd,8 AVENUE,9 AVENUE,321,WEST   24 STREET,1,1,3,2,14,ACPL,Manhattan,10011,3,104
13676,2788,WEST   24 STREET,odd,8 AVENUE,9 AVENUE,321,WEST   24 STREET,2,1,3,2,24,ACPL,Manhattan,10011,3,104
12786,2632,WEST   25 STREET,odd,9 AVENUE,8 AVENUE,315,WEST   25 STREET,3,1,1,2,11,PYCA,Manhattan,10001,3,104
12785,2633,WEST   43 STREET,odd,10 AVENUE,11 AVENUE,521,WEST   43 STREET,1,1,1,1,2,GIBI,Manhattan,10036,3,104
12790,2654,8 AVENUE,odd,WEST   21 STREET,WEST   22 STREET,229,8 AVENUE,1,1,1,2,4,GLTR,Manhattan,10011,3,104
12794,2656,8 AVENUE,odd,WEST   21 STREET,WEST   22 STREET,229,8 AVENUE,2,1,1,2,4,GLTR,Manhattan,10011,3,104
12796,2657,8 AVENUE,odd,WEST   21 STREET,WEST   22 STREET,233,8 AVENUE,1,1,1,2,7,GLTR,Manhattan,10011,3,104
12798,2658,8 AVENUE,odd,WEST   20 STREET,WEST   21 STREET,205,8 AVENUE,1,1,1,2,7,GLTR,Manhattan,10011,3,104
12801,2661,8 AVENUE,odd,WEST   21 STREET,WEST   20 STREET,208,8 AVENUE,1,1,1,2,10,GLTR,Manhattan,10011,3,104
12806,2669,7 AVENUE,even,WEST   22 STREET,WEST   21 STREET,196,7 AVENUE,1,1,1,2,13,PLAC,Manhattan,10011,3,104
12808,2670,7 AVENUE,odd,WEST   21 STREET,WEST   20 STREET,177,7 AVENUE,1,1,1,2,3,ROPS,Manhattan,10011,3,104
12810,2671,7 AVENUE,odd,WEST   21 STREET,WEST   20 STREET,177,7 AVENUE,2,1,1,2,3,LITU,Manhattan,10011,3,104
12812,2672,WEST   21 STREET,even,7 AVENUE,6 Avenue,150,WEST   21 STREET,2,1,1,2,8,PYCA,Manhattan,10011,3,104
12814,2673,7 AVENUE,even,WEST   21 STREET,WEST   20 STREET,180,7 AVENUE,1,1,1,4,3,,Manhattan,10011,3,104
12831,2685,7 AVENUE,even,WEST   21 STREET,WEST   20 STREET,184,7 AVENUE,1,1,1,4,3,0,Manhattan,10011,3,104
12835,2686,WEST   21 STREET,even,7 AVENUE,6 AVENUE,120,WEST   21 STREET,6,1,1,2,3,TITO,Manhattan,10011,3,104
13680,2765,WEST   24 STREET,odd,8 AVENUE,9 AVENUE,321,WEST   24 STREET,6,1,3,2,12,ACPL,Manhattan,10011,3,104
13682,2766,WEST   24 STREET,odd,8 AVENUE,9 AVENUE,321,WEST   24 STREET,8,2,3,2,15,ACPL,Manhattan,10011,3,104
13684,2767,WEST   24 STREET,odd,8 AVENUE,9 AVENUE,321,WEST   24 STREET,10,2,3,2,11,ACPL,Manhattan,10011,3,104
13686,2768,WEST   24 STREET,odd,8 AVENUE,9 AVENUE,321,WEST   24 STREET,12,2,3,2,14,ACPL,Manhattan,10011,3,104
13677,2789,WEST   24 STREET,odd,8 AVENUE,9 AVENUE,321,WEST   25 STREET,3,1,3,2,12,ACPL,Manhattan,10001,3,104
13678,2790,WEST   24 STREET,odd,8 AVENUE,9 AVENUE,321,WEST   24 STREET,4,1,3,2,16,ACPL,Manhattan,10011,3,104
13679,2791,WEST   24 STREET,odd,8 AVENUE,9 AVENUE,321,WEST   24 STREET,5,1,3,2,17,ACPL,Manhattan,10011,3,104
13681,2792,WEST   24 STREET,odd,8 AVENUE,9 AVENUE,321,WEST   24 STREET,7,1,3,2,11,ACPL,Manhattan,10011,3,104
13683,2793,WEST   24 STREET,odd,8 AVENUE,9 AVENUE,321,WEST   24 STREET,9,2,3,2,15,ACPL,Manhattan,10011,3,104
13685,2794,WEST   24 STREET,odd,8 AVENUE,9 AVENUE,321,WEST   24 STREET,11,2,3,2,3,TITO,Manhattan,10011,3,104
13687,2795,WEST   24 STREET,odd,8 AVENUE,9 AVENUE,321,WEST   24 STREET,13,3,3,2,15,ACPL,Manhattan,10011,3,104
13689,2796,WEST   24 STREET,odd,8 AVENUE,9 AVENUE,339,WEST   24 STREET,2,2,3,2,15,ACPL,Manhattan,10011,3,104
13691,2797,WEST   24 STREET,odd,8 AVENUE,9 AVENUE,339,WEST   24 STREET,4,2,3,2,13,ACPL,Manhattan,10011,3,104
13693,2798,WEST   24 STREET,odd,8 AVENUE,9 AVENUE,341,WEST   24 STREET,1,2,3,2,13,ACPL,Manhattan,10011,3,104
13695,2799,WEST   24 STREET,odd,8 AVENUE,9 AVENUE,341,WEST   24 STREET,3,2,3,2,14,ACPL,Manhattan,10011,3,104
13688,2800,WEST   24 STREET,odd,8 AVENUE,9 AVENUE,339,WEST   24 STREET,1,2,3,2,17,ACPL,Manhattan,10011,3,104
13690,2801,WEST   24 STREET,odd,8 AVENUE,9 AVENUE,339,WEST   24 STREET,3,2,3,2,14,ACPL,Manhattan,10011,3,104
13692,2802,WEST   24 STREET,odd,8 AVENUE,9 AVENUE,339,WEST   24 STREET,5,2,3,2,13,ACPL,Manhattan,10011,3,104
13694,2803,WEST   24 STREET,odd,8 AVENUE,9 AVENUE,341,WEST   24 STREET,2,2,3,2,20,ACPL,Manhattan,10011,3,104
13696,2804,WEST   24 STREET,odd,8 AVENUE,9 AVENUE,341,WEST   24 STREET,4,2,3,2,18,ACPL,Manhattan,10011,3,104
13698,2805,WEST   24 STREET,odd,9 AVENUE,8 AVENUE,350,WEST   24 STREET,1,2,3,2,17,ACPL,Manhattan,10011,3,104
13700,2806,WEST   24 STREET,odd,9 AVENUE,8 AVENUE,350,WEST   24 STREET,3,2,3,2,12,ACPL,Manhattan,10011,3,104
13702,2807,WEST   24 STREET,odd,9 AVENUE,8 AVENUE,350,WEST   24 STREET,5,1,3,2,13,ACPL,Manhattan,10011,3,104
13697,2808,WEST   24 STREET,odd,8 AVENUE,9 AVENUE,341,WEST   24 STREET,5,2,3,2,4,UNK,Manhattan,10011,3,104
13699,2809,WEST   24 STREET,odd,9 AVENUE,8 AVENUE,350,WEST   24 STREET,2,2,3,2,8,ACPL,Manhattan,10011,3,104
13701,2810,WEST   24 STREET,odd,9 AVENUE,8 AVENUE,350,WEST   24 STREET,4,2,3,2,16,ACPL,Manhattan,10011,3,104
13703,2811,WEST   24 STREET,odd,9 AVENUE,8 AVENUE,350,WEST   24 STREET,6,1,3,2,15,ACPL,Manhattan,10011,3,104
13705,2812,WEST   24 STREET,odd,9 AVENUE,8 AVENUE,350,WEST   24 STREET,8,1,3,2,16,ACPL,Manhattan,10011,3,104
13707,2813,WEST   24 STREET,odd,9 AVENUE,8 AVENUE,333,WEST   23 STREET,1,3,2,2,6,ACSA1,Manhattan,10011,3,104
13709,2814,WEST   24 STREET,odd,9 AVENUE,8 AVENUE,333,WEST   23 STREET,3,3,2,2,7,ACSA1,Manhattan,10011,3,104
14387,2829,WEST   25 STREET,even,8 AVENUE,9 AVENUE,312,WEST   25 STREET,1,2,3,1,15,ACPL,Manhattan,10001,3,104
14389,2833,WEST   25 STREET,even,8 AVENUE,9 AVENUE,312,WEST   25 STREET,2,2,3,1,18,ACPL,Manhattan,10001,3,104
14393,2834,WEST   25 STREET,even,8 AVENUE,9 AVENUE,312,WEST   25 STREET,4,2,3,2,10,TITO,Manhattan,10001,3,104
14400,2835,WEST   25 STREET,even,8 AVENUE,9 AVENUE,312,WEST   25 STREET,6,2,3,2,14,ACPL,Manhattan,10001,3,104
13711,2836,WEST   23 STREET,odd,8 AVENUE,9 AVENUE,315,WEST   23 STREET,2,1,1,2,13,PYCA,Manhattan,10011,3,104
13704,2837,WEST   24 STREET,odd,9 AVENUE,8 AVENUE,350,WEST   24 STREET,7,1,3,2,14,ACPL,Manhattan,10011,3,104
13706,2838,WEST   24 STREET,odd,9 AVENUE,8 AVENUE,350,WEST   24 STREET,9,1,3,2,16,ACPL,Manhattan,10011,3,104
13708,2839,WEST   24 STREET,odd,9 AVENUE,8 AVENUE,333,WEST   23 STREET,2,3,2,2,5,ACSA1,Manhattan,10011,3,104
13710,2840,WEST   23 STREET,odd,8 AVENUE,9 AVENUE,315,WEST   23 STREET,1,1,1,2,7,PYCA,Manhattan,10011,3,104
13712,2841,WEST   23 STREET,odd,8 AVENUE,9 AVENUE,315,WEST   23 STREET,3,1,1,2,3,PYCA,Manhattan,10011,3,104
13714,2842,WEST   23 STREET,odd,8 AVENUE,9 AVENUE,333,WEST   23 STREET,2,1,1,2,10,PYCA,Manhattan,10011,3,104
13716,2843,WEST   23 STREET,odd,8 AVENUE,9 AVENUE,333,WEST   23 STREET,4,1,1,3,4,TITO,Manhattan,10011,3,104
13718,2844,WEST   23 STREET,odd,8 AVENUE,9 AVENUE,350,WEST   24 STREET,1,2,1,2,5,TITO,Manhattan,10011,3,104
13713,2845,WEST   23 STREET,odd,8 AVENUE,9 AVENUE,333,WEST   23 STREET,1,1,1,2,9,PYCA,Manhattan,10011,3,104
13715,2846,WEST   23 STREET,odd,8 AVENUE,9 AVENUE,333,WEST   23 STREET,3,1,1,2,4,TITO,Manhattan,10011,3,104
13719,2848,WEST   23 STREET,odd,8 AVENUE,9 AVENUE,350,WEST   24 STREET,2,2,1,2,5,GIBI,Manhattan,10011,3,104
13723,2850,WEST   23 STREET,odd,8 AVENUE,9 AVENUE,350,WEST   24 STREET,4,2,1,2,5,TITO,Manhattan,10011,3,104
13725,2851,WEST   23 STREET,even,9 AVENUE,8 AVENUE,360,WEST   23 STREET,1,1,1,2,4,GLTR,Manhattan,10011,3,104
13727,2852,WEST   43 STREET,even,10 AVENUE,11 AVENUE,500,WEST   43 STREET,2,1,1,1,9,PYCA,Manhattan,10036,3,104
13720,2853,WEST   43 STREET,even,10 AVENUE,11 AVENUE,500,WEST   43 STREET,1,1,1,2,10,PYCA,Manhattan,10036,3,104
13722,2854,WEST   23 STREET,odd,8 AVENUE,9 AVENUE,350,WEST   24 STREET,3,2,1,2,4,TITO,Manhattan,10011,3,104
13724,2855,WEST   23 STREET,odd,8 AVENUE,9 AVENUE,350,WEST   24 STREET,5,2,1,2,5,GLTR,Manhattan,10011,3,104
13726,2856,WEST   23 STREET,even,9 AVENUE,8 AVENUE,354,WEST   23 STREET,1,1,1,2,4,GLTR,Manhattan,10011,3,104
13728,2857,WEST   23 STREET,even,9 AVENUE,8 AVENUE,350,WEST   23 STREET,1,1,1,7,0,,Manhattan,10011,3,104
13730,2858,WEST   23 STREET,even,9 AVENUE,8 AVENUE,348,WEST   23 STREET,1,1,1,2,4,GLTR,Manhattan,10011,3,104
13738,2860,WEST   23 STREET,even,9 AVENUE,8 AVENUE,344,WEST   23 STREET,2,1,1,2,3,GIBI,Manhattan,10011,3,104
13729,2861,WEST   43 STREET,even,10 AVENUE,11 AVENUE,500,WEST   43 STREET,3,1,1,2,9,PYCA,Manhattan,10036,3,104
13733,2862,WEST   43 STREET,even,10 AVENUE,11 AVENUE,500,WEST   43 STREET,1,5,1,2,8,PYCA,Manhattan,10036,3,104
13736,2863,WEST   23 STREET,even,9 AVENUE,8 AVENUE,344,WEST   23 STREET,1,1,1,2,4,GIBI,Manhattan,10011,3,104
13744,2865,WEST   23 STREET,even,9 AVENUE,8 AVENUE,344,WEST   24 STREET,3,1,1,2,3,GIBI,Manhattan,10011,3,104
13748,2866,WEST   23 STREET,even,9 AVENUE,8 AVENUE,344,WEST   23 STREET,4,1,1,2,5,GIBI,Manhattan,10011,3,104
13757,2867,WEST   23 STREET,even,9 AVENUE,8 AVENUE,340,WEST   23 STREET,1,1,1,2,5,PYCA,Manhattan,10011,3,104
13760,2868,WEST   43 STREET,even,10 AVENUE,11 AVENUE,520,WEST   43 STREET,3,1,1,1,3,GIBI,Manhattan,10036,3,104
13740,2869,WEST   43 STREET,even,10 AVENUE,11 AVENUE,520,WEST   43 STREET,1,1,1,1,5,GIBI,Manhattan,10036,3,104
13747,2870,WEST   43 STREET,even,10 AVENUE,11 AVENUE,520,WEST   43 STREET,2,1,1,1,3,GIBI,Manhattan,10036,3,104
13764,2873,WEST   23 STREET,even,9 AVENUE,8 AVENUE,326,WEST   23 STREET,1,1,1,2,7,GIBI,Manhattan,10011,3,104
13773,2875,WEST   43 STREET,even,10 AVENUE,11 AVENUE,560,WEST   43 STREET,1,1,1,2,8,PYCA,Manhattan,10036,3,104
13777,2876,WEST   23 STREET,even,9 AVENUE,8 AVENUE,314,WEST   23 STREET,1,1,1,2,4,GIBI,Manhattan,10011,3,104
13767,2877,WEST   43 STREET,even,10 AVENUE,11 AVENUE,550,WEST   43 STREET,1,1,1,2,3,ULAM,Manhattan,10036,3,104
13769,2878,WEST   23 STREET,even,9 AVENUE,8 AVENUE,320,WEST   23 STREET,1,1,1,6,5,,Manhattan,10011,3,104
13780,2880,WEST   23 STREET,even,9 AVENUE,8 AVENUE,312,WEST   23 STREET,1,1,1,2,4,GIBI,Manhattan,10011,3,104
13787,2881,WEST   43 STREET,even,10 AVENUE,11 AVENUE,560,WEST   43 STREET,3,1,1,7,0,,Manhattan,10036,3,104
13801,2882,WEST   26 STREET,even,9 AVENUE,8 AVENUE,280,9 AVENUE,2,2,3,2,14,PLAC,Manhattan,10001,3,104
13812,2883,WEST   26 STREET,even,9 AVENUE,8 AVENUE,333,WEST   26 STREET,1,1,2,2,17,PLAC,Manhattan,10001,3,104
13816,2884,WEST   26 STREET,even,9 AVENUE,8 AVENUE,333,WEST   26 STREET,2,1,2,2,16,PLAC,Manhattan,10001,3,104
13782,2885,WEST   43 STREET,even,10 AVENUE,11 AVENUE,560,WEST   43 STREET,2,1,1,4,2,,Manhattan,10036,3,104
13796,2886,WEST   26 STREET,even,9 AVENUE,8 AVENUE,280,9 AVENUE,1,2,3,2,16,PLAC,Manhattan,10001,3,104
13807,2887,WEST   26 STREET,even,9 AVENUE,8 AVENUE,280,9 AVENUE,3,3,3,2,15,PLAC,Manhattan,10001,3,104
13813,2888,10 AVENUE,even,WEST   20 STREET,WEST   21 STREET,470,WEST   21 STREET,1,2,1,2,12,GLTR,Manhattan,10011,3,104
13818,2889,10 AVENUE,odd,WEST   22 STREET,WEST   23 STREET,205,10 AVENUE,1,1,1,2,13,PLAC,Manhattan,10011,3,104
13824,2890,WEST   26 STREET,even,9 AVENUE,8 AVENUE,333,WEST   26 STREET,5,1,2,2,19,PLAC,Manhattan,10001,3,104
13828,2891,WEST   26 STREET,even,9 AVENUE,8 AVENUE,333,WEST   26 STREET,6,1,2,2,18,PLAC,Manhattan,10001,3,104
13832,2892,JOE DIMAGGIO HIGHWAY,even,WEST   22 STREET,WEST   23 STREET,562,WEST   23 STREET,1,4,1,2,17,PLAC,Manhattan,10011,3,104
13820,2893,WEST   26 STREET,even,9 AVENUE,8 AVENUE,333,WEST   26 STREET,4,1,2,2,15,PLAC,Manhattan,10001,3,104
13825,2894,11 AVENUE,even,WEST   22 STREET,WEST   21 STREET,556,WEST   22 STREET,1,2,1,3,5,ZESE,Manhattan,10011,3,104
13831,2895,WEST   26 STREET,even,9 AVENUE,8 AVENUE,333,WEST   26 STREET,7,1,2,2,18,PLAC,Manhattan,10001,3,104
13833,2896,WEST   26 STREET,even,9 AVENUE,8 AVENUE,333,WEST   26 STREET,8,1,2,3,18,PLAC,Manhattan,10001,3,104
13836,2897,WEST   26 STREET,even,9 AVENUE,8 AVENUE,333,WEST   26 STREET,10,1,2,2,14,PLAC,Manhattan,10001,3,104
13840,2898,WEST   26 STREET,even,9 AVENUE,8 AVENUE,307,WEST   26 STREET,1,3,2,2,13,PLAC,Manhattan,10001,3,104
13844,2899,WEST   26 STREET,even,9 AVENUE,8 AVENUE,307,WEST   26 STREET,3,2,1,2,5,ZESE,Manhattan,10001,3,104
13835,2901,WEST   26 STREET,even,9 AVENUE,8 AVENUE,333,WEST   26 STREET,9,1,2,3,13,PLAC,Manhattan,10001,3,104
13838,2902,WEST   26 STREET,even,9 AVENUE,8 AVENUE,333,WEST   26 STREET,11,1,2,6,18,,Manhattan,10001,3,104
13841,2903,WEST   26 STREET,even,9 AVENUE,8 AVENUE,307,WEST   26 STREET,2,1,1,2,6,ZESE,Manhattan,10001,3,104
14406,2926,WEST   25 STREET,even,8 AVENUE,9 AVENUE,312,WEST   25 STREET,8,2,1,2,9,PYCA,Manhattan,10001,3,104
14421,2927,WEST   25 STREET,even,8 AVENUE,9 AVENUE,312,WEST   25 STREET,10,2,1,2,7,PYCA,Manhattan,10001,3,104
14392,2928,WEST   25 STREET,even,8 AVENUE,9 AVENUE,312,WEST   25 STREET,3,2,3,2,17,ACPL,Manhattan,10001,3,104
14397,2929,WEST   25 STREET,even,8 AVENUE,9 AVENUE,312,WEST   25 STREET,5,2,3,2,16,ACPL,Manhattan,10001,3,104
14403,2930,WEST   25 STREET,even,8 AVENUE,9 AVENUE,312,WEST   25 STREET,7,2,1,2,10,GLTR,Manhattan,10001,3,104
14410,2931,WEST   25 STREET,even,8 AVENUE,9 AVENUE,312,WEST   25 STREET,9,2,1,2,8,PYCA,Manhattan,10001,3,104
14422,2932,WEST   25 STREET,even,8 AVENUE,9 AVENUE,351,WEST   24 STREET,1,2,1,2,11,PYCA,Manhattan,10011,3,104
14430,2933,WEST   25 STREET,even,8 AVENUE,9 AVENUE,351,WEST   24 STREET,3,2,1,2,8,PYCA,Manhattan,10011,3,104
14462,2934,WEST   25 STREET,odd,9 AVENUE,8 AVENUE,365,WEST   25 STREET,5,1,1,7,0,,Manhattan,10001,3,104
14477,2935,WEST   25 STREET,even,8 AVENUE,9 AVENUE,351,WEST   24 STREET,6,2,1,2,7,PYCA,Manhattan,10011,3,104
14427,2936,WEST   25 STREET,even,8 AVENUE,9 AVENUE,351,WEST   24 STREET,2,2,1,2,6,PYCA,Manhattan,10011,3,104
14433,2937,WEST   25 STREET,even,8 AVENUE,9 AVENUE,351,WEST   24 STREET,4,2,1,3,7,PYCA,Manhattan,10011,3,104
14473,2938,WEST   25 STREET,even,8 AVENUE,9 AVENUE,351,WEST   24 STREET,5,2,3,2,12,ACPL,Manhattan,10011,3,104
14482,2939,WEST   25 STREET,even,8 AVENUE,9 AVENUE,351,WEST   24 STREET,7,2,1,2,9,PYCA,Manhattan,10011,3,104
14489,2940,WEST   25 STREET,even,8 AVENUE,9 AVENUE,351,WEST   24 STREET,9,2,1,2,10,PYCA,Manhattan,10011,3,104
14497,2941,WEST   25 STREET,even,8 AVENUE,9 AVENUE,359,WEST   24 STREET,2,3,1,2,12,PYCA,Manhattan,10011,3,104
14504,2942,WEST   25 STREET,even,8 AVENUE,9 AVENUE,250,9 AVENUE,2,2,1,2,4,ZESE,Manhattan,10001,3,104
14485,2944,WEST   25 STREET,even,8 AVENUE,9 AVENUE,351,WEST   24 STREET,8,2,1,2,8,PYCA,Manhattan,10011,3,104
14493,2945,WEST   25 STREET,even,8 AVENUE,9 AVENUE,359,WEST   24 STREET,1,3,1,2,10,PYCA,Manhattan,10011,3,104
14502,2946,WEST   25 STREET,even,8 AVENUE,9 AVENUE,250,9 AVENUE,1,2,1,2,5,ZESE,Manhattan,10001,3,104
15176,2995,WEST   26 STREET,even,8 AVENUE,9 AVENUE,329,WEST   25 STREET,1,3,3,2,13,PLAC,Manhattan,10001,3,104
15170,2996,WEST   26 STREET,even,8 AVENUE,9 AVENUE,315,8 AVENUE,3,2,3,2,19,PLAC,Manhattan,10001,3,104
15173,2997,WEST   26 STREET,even,8 AVENUE,9 AVENUE,315,8 AVENUE,5,2,3,2,17,PLAC,Manhattan,10001,3,104
14913,3018,WEST   50 STREET,odd,8 AVENUE,9 AVENUE,311,WEST   50 STREET,1,1,1,4,1,,Manhattan,10019,3,104
14911,3021,WEST   50 STREET,odd,8 AVENUE,9 AVENUE,305,WEST   50 STREET,1,1,1,2,3,PYCA,Manhattan,10019,3,104
14915,3022,WEST   50 STREET,odd,8 AVENUE,9 AVENUE,311,WEST   50 STREET,2,1,1,1,2,QURU,Manhattan,10019,3,104
14919,3023,WEST   50 STREET,odd,8 AVENUE,9 AVENUE,311,WEST   50 STREET,4,1,1,4,2,,Manhattan,10019,3,104
14923,3024,WEST   50 STREET,odd,8 AVENUE,9 AVENUE,349,WEST   50 STREET,2,1,1,2,12,PYCA,Manhattan,10019,3,104
14927,3025,WEST   50 STREET,odd,8 AVENUE,9 AVENUE,349,WEST   50 STREET,4,1,1,2,12,PYCA,Manhattan,10019,3,104
14930,3026,WEST   50 STREET,odd,8 AVENUE,9 AVENUE,365,WEST   50 STREET,2,1,1,2,13,GLTR,Manhattan,10019,3,104
14918,3027,WEST   50 STREET,odd,8 AVENUE,9 AVENUE,311,WEST   50 STREET,3,1,1,2,2,QURU,Manhattan,10019,3,104
14921,3028,WEST   50 STREET,odd,8 AVENUE,9 AVENUE,349,WEST   50 STREET,1,1,1,2,3,GLTR,Manhattan,10019,3,104
14925,3029,WEST   50 STREET,odd,8 AVENUE,9 AVENUE,349,WEST   50 STREET,3,1,1,2,6,GLTR,Manhattan,10019,3,104
14929,3030,WEST   50 STREET,odd,8 AVENUE,9 AVENUE,365,WEST   50 STREET,1,1,1,2,11,PYCA,Manhattan,10019,3,104
14932,3035,WEST   50 STREET,odd,8 AVENUE,9 AVENUE,742,9 AVENUE,1,2,1,2,10,GLTR,Manhattan,10019,3,104
15168,3074,WEST   26 STREET,even,8 AVENUE,9 AVENUE,315,8 AVENUE,1,2,3,2,17,PLAC,Manhattan,10001,3,104
15169,3079,WEST   26 STREET,even,8 AVENUE,9 AVENUE,315,8 AVENUE,2,2,3,2,17,PLAC,Manhattan,10001,3,104
15171,3080,WEST   26 STREET,even,8 AVENUE,9 AVENUE,315,8 AVENUE,4,2,3,2,16,PLAC,Manhattan,10001,3,104
15174,3081,WEST   26 STREET,even,8 AVENUE,9 AVENUE,315,8 AVENUE,6,2,3,2,17,PLAC,Manhattan,10001,3,104
15175,3082,WEST   26 STREET,even,8 AVENUE,9 AVENUE,315,8 AVENUE,7,2,3,2,18,PLAC,Manhattan,10001,3,104
15178,3083,WEST   26 STREET,even,8 AVENUE,9 AVENUE,329,WEST   25 STREET,2,3,3,2,13,PLAC,Manhattan,10001,3,104
15181,3084,WEST   26 STREET,even,8 AVENUE,9 AVENUE,327,WEST   25 STREET,1,3,2,2,13,PLAC,Manhattan,10001,3,104
15183,3085,WEST   26 STREET,even,8 AVENUE,9 AVENUE,327,WEST   25 STREET,3,3,2,2,19,PLAC,Manhattan,10001,3,104
15185,3086,10 AVENUE,even,WEST   19 STREET,WEST   20 STREET,460,WEST   20 STREET,1,2,1,3,3,ACSA1,Manhattan,10011,3,104
15187,3087,10 AVENUE,even,WEST   19 STREET,WEST   20 STREET,460,WEST   20 STREET,3,2,1,1,3,ACSA1,Manhattan,10011,3,104
15179,3088,WEST   26 STREET,even,8 AVENUE,9 AVENUE,325,WEST   25 STREET,1,3,2,2,15,PLAC,Manhattan,10001,3,104
15182,3089,WEST   26 STREET,even,8 AVENUE,9 AVENUE,327,WEST   25 STREET,2,3,2,2,13,PLAC,Manhattan,10001,3,104
15184,3090,WEST   26 STREET,even,8 AVENUE,9 AVENUE,327,WEST   25 STREET,4,3,2,2,13,PLAC,Manhattan,10001,3,104
15186,3091,10 AVENUE,even,WEST   19 STREET,WEST   20 STREET,460,WEST   20 STREET,2,2,1,1,3,ACSA1,Manhattan,10011,3,104
15188,3092,10 AVENUE,even,WEST   19 STREET,WEST   20 STREET,460,WEST   20 STREET,4,2,1,2,3,ACSA1,Manhattan,10011,3,104
15190,3093,WEST   26 STREET,even,8 AVENUE,9 AVENUE,365,WEST   25 STREET,2,3,3,2,16,PLAC,Manhattan,10001,3,104
